id,name,supertype,set_name,number,hp,subtypes,types,rarity,image_url,p_hash
bw8-137,Blastoise,Pokémon,Plasma Storm,137,140,Stage 2,Water,Rare Secret,https://images.pokemontcg.io/bw8/137_hires.png,fa3194d9c9c4e16c
sm7-140,PokéNav,Trainer,Celestial Storm,140,,Item,,Uncommon,https://images.pokemontcg.io/sm7/140_hires.png,ba3f91c5c6c4c1d1
sm3-135,Machamp-GX,Pokémon,Burning Shadows,135,250,"Stage 2,GX",Fighting,Rare Ultra,https://images.pokemontcg.io/sm3/135_hires.png,d2b8f86eb8895784
ecard2-117,Wooper,Pokémon,Aquapolis,117,40,Basic,Water,Common,https://images.pokemontcg.io/ecard2/117_hires.png,fb8584584f1bb07c
sm9-151,Nita,Trainer,Team Up,151,,Supporter,,Uncommon,https://images.pokemontcg.io/sm9/151_hires.png,fa6ec585b19195c4
xy5-155,Gardevoir-EX,Pokémon,Primal Clash,155,170,"Basic,EX",Fairy,Rare Ultra,https://images.pokemontcg.io/xy5/155_hires.png,817b5db060675ec6
sm10-135,Wigglytuff,Pokémon,Unbroken Bonds,135,110,Stage 1,Fairy,Rare,https://images.pokemontcg.io/sm10/135_hires.png,cbdc6d7a24a4d426
dp6-145,Rhyperior LV.X,Pokémon,Legends Awakened,145,170,Level-Up,Fighting,Rare Holo LV.X,https://images.pokemontcg.io/dp6/145_hires.png,9b6bc1c0cecc71e1
sm2-141,Kommo-o-GX,Pokémon,Guardians Rising,141,240,"Stage 2,GX",Dragon,Rare Ultra,https://images.pokemontcg.io/sm2/141_hires.png,e7bc9a46f1036e84
xy8-141,Heavy Boots,Trainer,BREAKthrough,141,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/xy8/141_hires.png,cf6b94943073e1cc
smp-SM144,Articuno,Pokémon,SM Black Star Promos,SM144,120,Basic,Water,Promo,https://images.pokemontcg.io/smp/SM144_hires.png,ebc87c949527a4c5
ex10-!,Unown,Pokémon,Unseen Forces,!,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/!_hires.png,ea6ac091c39b9f85
sm6-130,Diantha,Trainer,Forbidden Light,130,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm6/130_hires.png,bb371b48c8c1c747
sm12-145,Alolan Ninetales,Pokémon,Cosmic Eclipse,145,110,Stage 1,Fairy,Rare Holo,https://images.pokemontcg.io/sm12/145_hires.png,af37e4e4f430b181
xy1-145,Skarmory-EX,Pokémon,XY,145,170,"Basic,EX",Metal,Rare Ultra,https://images.pokemontcg.io/xy1/145_hires.png,94af6b3b334c1c34
xyp-XY137,Vivillon,Pokémon,XY Black Star Promos,XY137,120,Stage 2,Grass,Promo,https://images.pokemontcg.io/xyp/XY137_hires.png,be5ac1d0c0e795a5
ecard3-106,Sunkern,Pokémon,Skyridge,106,40,Basic,Grass,Common,https://images.pokemontcg.io/ecard3/106_hires.png,ff5a8090cec38367
swsh3-134,Tauros,Pokémon,Darkness Ablaze,134,110,Basic,Colorless,Common,https://images.pokemontcg.io/swsh3/134_hires.png,ee6af8909f0f62c0
pl3-141,Absol G LV.X,Pokémon,Supreme Victors,141,100,"Level-Up,SP",Darkness,Rare Holo LV.X,https://images.pokemontcg.io/pl3/141_hires.png,cec69030edcf49e1
ecard1-137,Bill's Maintenance,Trainer,Expedition Base Set,137,,Supporter,,Uncommon,https://images.pokemontcg.io/ecard1/137_hires.png,ba7ac1c5c5558ac3
swsh4-138,Rayquaza,Pokémon,Vivid Voltage,138,120,Basic,Colorless,Amazing Rare,https://images.pokemontcg.io/swsh4/138_hires.png,af6fc1d1909696c8
swsh2-145,Unfezant,Pokémon,Rebel Clash,145,150,Stage 2,Colorless,Rare,https://images.pokemontcg.io/swsh2/145_hires.png,bb6aa495cd0b6ae0
sm7-141,Rainbow Brush,Trainer,Celestial Storm,141,,Item,,Uncommon,https://images.pokemontcg.io/sm7/141_hires.png,af2fd1d1692c94d0
xyp-XY138,Froakie,Pokémon,XY Black Star Promos,XY138,60,Basic,Water,Promo,https://images.pokemontcg.io/xyp/XY138_hires.png,fa7196990e7ea046
ecard3-107,Swinub,Pokémon,Skyridge,107,50,Basic,Water,Common,https://images.pokemontcg.io/ecard3/107_hires.png,fa3980c0c77e921f
sm12-146,Azurill,Pokémon,Cosmic Eclipse,146,60,Basic,Fairy,Common,https://images.pokemontcg.io/sm12/146_hires.png,eadac416b4b1352d
sm11-137,Scraggy,Pokémon,Unified Minds,137,70,Basic,Darkness,Common,https://images.pokemontcg.io/sm11/137_hires.png,eac4b72fe060682f
sm5-139,Leafeon-GX,Pokémon,Ultra Prism,139,200,"Stage 1,GX",Grass,Rare Ultra,https://images.pokemontcg.io/sm5/139_hires.png,c3ed389b34635ac4
bw8-138,Random Receiver,Trainer,Plasma Storm,138,,Item,,Rare Secret,https://images.pokemontcg.io/bw8/138_hires.png,9b7b4ec46c61e492
sm1-144,Tauros-GX,Pokémon,Sun & Moon,144,180,"Basic,GX",Colorless,Rare Ultra,https://images.pokemontcg.io/sm1/144_hires.png,e929c2cc1c9f6794
sm3-136,Lycanroc-GX,Pokémon,Burning Shadows,136,200,"Stage 1,GX",Fighting,Rare Ultra,https://images.pokemontcg.io/sm3/136_hires.png,fa969521f2cc6989
dp6-146,Uxie LV.X,Pokémon,Legends Awakened,146,90,Level-Up,Psychic,Rare Holo LV.X,https://images.pokemontcg.io/dp6/146_hires.png,92173fbd48c8c647
swsh1-143,Hoothoot,Pokémon,Sword & Shield,143,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh1/143_hires.png,be6ac29395958dc1
xy5-156,M Gardevoir-EX,Pokémon,Primal Clash,156,210,"MEGA,EX",Fairy,Rare Ultra,https://images.pokemontcg.io/xy5/156_hires.png,d63046fb2de51925
sm10-136,Togepi,Pokémon,Unbroken Bonds,136,50,Basic,Fairy,Common,https://images.pokemontcg.io/sm10/136_hires.png,9e9ce76160305e4f
xy1-146,Xerneas-EX,Pokémon,XY,146,170,"Basic,EX",Fairy,Rare Ultra,https://images.pokemontcg.io/xy1/146_hires.png,d0dca76d4972163c
sm9-152,Pokémon Communication,Trainer,Team Up,152,,Item,,Uncommon,https://images.pokemontcg.io/sm9/152_hires.png,9b2ee1a591c3e1f0
smp-SM145,Zapdos,Pokémon,SM Black Star Promos,SM145,120,Basic,Lightning,Promo,https://images.pokemontcg.io/smp/SM145_hires.png,bb7bcdcc841234e4
swsh4-139,Chatot,Pokémon,Vivid Voltage,139,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh4/139_hires.png,eb6a9894949587c7
sm2-142,Drampa-GX,Pokémon,Guardians Rising,142,180,"Basic,GX",Colorless,Rare Ultra,https://images.pokemontcg.io/sm2/142_hires.png,e5a4526a731b1f98
ecard2-118,Apricorn Forest,Trainer,Aquapolis,118,,Stadium,,Rare,https://images.pokemontcg.io/ecard2/118_hires.png,fb6ac0d1d05f8075
xy8-142,Houndoom Spirit Link,Trainer,BREAKthrough,142,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/xy8/142_hires.png,9e3ee5c1485ad495
bw7-148,Cheren,Trainer,Boundaries Crossed,148,,Supporter,,Rare Ultra,https://images.pokemontcg.io/bw7/148_hires.png,dae22d9db14e9262
pl3-142,Blaziken FB LV.X,Pokémon,Supreme Victors,142,110,"Level-Up,SP",Fire,Rare Holo LV.X,https://images.pokemontcg.io/pl3/142_hires.png,d26bcc844ccd8b9b
swsh2-146,Bunnelby,Pokémon,Rebel Clash,146,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh2/146_hires.png,b37ac4944a3b1795
sm8-140,Kirlia,Pokémon,Lost Thunder,140,80,Stage 1,Fairy,Uncommon,https://images.pokemontcg.io/sm8/140_hires.png,bf95e76a48c8d0a4
swsh3-135,Sentret,Pokémon,Darkness Ablaze,135,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh3/135_hires.png,bb3ac4c4c43a3e99
sm6-131,Ultra Recon Squad,Trainer,Forbidden Light,131,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm6/131_hires.png,eac790e39d81f09a
xy8-143,Judge,Trainer,BREAKthrough,143,,Supporter,,Uncommon,https://images.pokemontcg.io/xy8/143_hires.png,9b6bc5c49c3ae0e1
ex10-?,Unown,Pokémon,Unseen Forces,?,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/question_hires.png,be2ec6c1c39199c9
pl3-143,Charizard G LV.X,Pokémon,Supreme Victors,143,120,"Level-Up,SP",Fire,Rare Holo LV.X,https://images.pokemontcg.io/pl3/143_hires.png,fe7a8c95c1e1c0cc
xy5-157,Archie's Ace in the Hole,Trainer,Primal Clash,157,,Supporter,,Rare Ultra,https://images.pokemontcg.io/xy5/157_hires.png,e985d0de0e13d96a
ecard1-138,Copycat,Trainer,Expedition Base Set,138,,Supporter,,Uncommon,https://images.pokemontcg.io/ecard1/138_hires.png,fb6944d4d27702d1
sm2-143,Hala,Trainer,Guardians Rising,143,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm2/143_hires.png,caae91dda0e1b98c
ecard1-139,Dual Ball,Trainer,Expedition Base Set,139,,,,Uncommon,https://images.pokemontcg.io/ecard1/139_hires.png,ff6c50d8d2d660c1
sm10-137,Togetic,Pokémon,Unbroken Bonds,137,80,Stage 1,Fairy,Uncommon,https://images.pokemontcg.io/sm10/137_hires.png,eacafc3ca5a5c109
ecard3-108,Swinub,Pokémon,Skyridge,108,50,Basic,Fighting,Common,https://images.pokemontcg.io/ecard3/108_hires.png,fe5ec0898d351467
swsh2-147,Diggersby,Pokémon,Rebel Clash,147,130,Stage 1,Colorless,Rare,https://images.pokemontcg.io/swsh2/147_hires.png,ba6ac095953e5aca
swsh1-144,Noctowl,Pokémon,Sword & Shield,144,110,Stage 1,Colorless,Rare,https://images.pokemontcg.io/swsh1/144_hires.png,eb6bda9090b4a5c5
sm3-137,Marshadow-GX,Pokémon,Burning Shadows,137,150,"Basic,GX",Fighting,Rare Ultra,https://images.pokemontcg.io/sm3/137_hires.png,ea2ad687f8c95a90
bw7-149,Skyla,Trainer,Boundaries Crossed,149,,Supporter,,Rare Ultra,https://images.pokemontcg.io/bw7/149_hires.png,e4e317d4d258692e
sm7-142,Rare Candy,Trainer,Celestial Storm,142,,Item,,Uncommon,https://images.pokemontcg.io/sm7/142_hires.png,c92d439612bc6de9
sm11-138,Scrafty,Pokémon,Unified Minds,138,110,Stage 1,Darkness,Rare,https://images.pokemontcg.io/sm11/138_hires.png,eed5e46a980b4e64
sm9-152a,Pokémon Communication,Trainer,Team Up,152a,,Item,,Uncommon,https://images.pokemontcg.io/sm9/152a_hires.png,fa6e91951e1b42e2
sm8-141,Gardevoir,Pokémon,Lost Thunder,141,130,Stage 2,Fairy,Rare Holo,https://images.pokemontcg.io/sm8/141_hires.png,afb4b252c8c96327
smp-SM146,Leafeon-GX,Pokémon,SM Black Star Promos,SM146,200,"Stage 1,GX",Grass,Promo,https://images.pokemontcg.io/smp/SM146_hires.png,d6b4814a732e7c95
swsh4-140,Togekiss V,Pokémon,Vivid Voltage,140,200,"Basic,V",Colorless,Rare Holo V,https://images.pokemontcg.io/swsh4/140_hires.png,d59362084bff2e51
sm12-147,Cottonee,Pokémon,Cosmic Eclipse,147,40,Basic,Fairy,Common,https://images.pokemontcg.io/sm12/147_hires.png,be9ca56464e69a19
swsh3-136,Furret,Pokémon,Darkness Ablaze,136,110,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh3/136_hires.png,eb6acd91d4e48585
sm5-140,Pheromosa-GX,Pokémon,Ultra Prism,140,170,"Basic,GX,Ultra Beast",Grass,Rare Ultra,https://images.pokemontcg.io/sm5/140_hires.png,ca1e782df2a46a93
ecard2-119,Darkness Cube 01,Trainer,Aquapolis,119,,Technical Machine,,Uncommon,https://images.pokemontcg.io/ecard2/119_hires.png,fe6ed1d1c04786c4
sm6-132,Palkia-GX,Pokémon,Forbidden Light,132,180,"Basic,GX",Water,Rare Rainbow,https://images.pokemontcg.io/sm6/132_hires.png,ea9c512ba30f5e89
sm1-145,Gumshoos-GX,Pokémon,Sun & Moon,145,210,"Stage 1,GX",Colorless,Rare Ultra,https://images.pokemontcg.io/sm1/145_hires.png,f0b04d4e978b5b38
xy5-158,Maxie's Hidden Ball Trick,Trainer,Primal Clash,158,,Supporter,,Rare Ultra,https://images.pokemontcg.io/xy5/158_hires.png,e09cc7e1b2c38d69
xyp-XY139,Floette,Pokémon,XY Black Star Promos,XY139,70,Stage 1,Fairy,Promo,https://images.pokemontcg.io/xyp/XY139_hires.png,bf84985ae563e24a
xy8-144,Mewtwo Spirit Link,Trainer,BREAKthrough,144,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/xy8/144_hires.png,9f7b90d46ecc8494
pl3-144,Electivire FB LV.X,Pokémon,Supreme Victors,144,120,"Level-Up,SP",Lightning,Rare Holo LV.X,https://images.pokemontcg.io/pl3/144_hires.png,9f3fc0c5ca63d1c0
swsh2-148,Hawlucha,Pokémon,Rebel Clash,148,90,Basic,Colorless,Uncommon,https://images.pokemontcg.io/swsh2/148_hires.png,eb3bb4b4c4cac0d1
ecard3-109,Teddiursa,Pokémon,Skyridge,109,40,Basic,Colorless,Common,https://images.pokemontcg.io/ecard3/109_hires.png,eb6b91904e56123f
ecard1-140,Energy Removal 2,Trainer,Expedition Base Set,140,,,,Uncommon,https://images.pokemontcg.io/ecard1/140_hires.png,ee6ec191b0158dcb
sm1-146,Ilima,Trainer,Sun & Moon,146,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm1/146_hires.png,ba93cd25c19d36c8
sm7-143,Shrine of Punishment,Trainer,Celestial Storm,143,,Stadium,,Uncommon,https://images.pokemontcg.io/sm7/143_hires.png,ab2fd185d89c95d0
sm10-138,Togekiss,Pokémon,Unbroken Bonds,138,140,Stage 2,Fairy,Rare Holo,https://images.pokemontcg.io/sm10/138_hires.png,cfd4f47068c99196
sm2-144,Hau,Trainer,Guardians Rising,144,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm2/144_hires.png,bee1cc1392d8969c
sm6-133,Greninja-GX,Pokémon,Forbidden Light,133,230,"Stage 2,GX",Water,Rare Rainbow,https://images.pokemontcg.io/sm6/133_hires.png,ea9d592ab10756cc
sm12-148,Whimsicott,Pokémon,Cosmic Eclipse,148,70,Stage 1,Fairy,Rare,https://images.pokemontcg.io/sm12/148_hires.png,aed4dc5b29616362
sm9-152b,Pokémon Communication,Trainer,Team Up,152b,,Item,,Uncommon,https://images.pokemontcg.io/sm9/152b_hires.png,eb2fb185c8c8b5b0
swsh1-145,Minccino,Pokémon,Sword & Shield,145,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh1/145_hires.png,971ec0d1683a3fcc
smp-SM147,Glaceon-GX,Pokémon,SM Black Star Promos,SM147,200,"Stage 1,GX",Water,Promo,https://images.pokemontcg.io/smp/SM147_hires.png,b3bd40c0d4cd6f92
swsh4-141,Togekiss VMAX,Pokémon,Vivid Voltage,141,310,VMAX,Colorless,Rare Holo VMAX,https://images.pokemontcg.io/swsh4/141_hires.png,98d0783fa1612fcb
sm5-141,Glaceon-GX,Pokémon,Ultra Prism,141,200,"Stage 1,GX",Water,Rare Ultra,https://images.pokemontcg.io/sm5/141_hires.png,d1ac2c4dd2e376b0
sm8-142,Dedenne,Pokémon,Lost Thunder,142,70,Basic,Fairy,Uncommon,https://images.pokemontcg.io/sm8/142_hires.png,eae0e5179cb43433
bw7-150,Golurk,Pokémon,Boundaries Crossed,150,130,Stage 1,Psychic,Rare Secret,https://images.pokemontcg.io/bw7/150_hires.png,f26994968c85cf4b
ecard2-120,Energy Switch,Trainer,Aquapolis,120,,,,Uncommon,https://images.pokemontcg.io/ecard2/120_hires.png,be3ec1c141d786c5
sm11-139,Yveltal,Pokémon,Unified Minds,139,130,Basic,Darkness,Rare Holo,https://images.pokemontcg.io/sm11/139_hires.png,eae4b53b91c2d0ac
xyp-XY140,Lucario,Pokémon,XY Black Star Promos,XY140,100,Stage 1,Fighting,Promo,https://images.pokemontcg.io/xyp/XY140_hires.png,ea668599195b99a5
swsh3-137,Dunsparce,Pokémon,Darkness Ablaze,137,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh3/137_hires.png,bf3fc0c1e4b09495
xy5-159,Professor Birch's Observations,Trainer,Primal Clash,159,,Supporter,,Rare Ultra,https://images.pokemontcg.io/xy5/159_hires.png,e29b9dc865913317
sm3-138,Alolan Muk-GX,Pokémon,Burning Shadows,138,220,"Stage 1,GX",Darkness,Rare Ultra,https://images.pokemontcg.io/sm3/138_hires.png,fa3cd8e43a631781
xy8-145,Parallel City,Trainer,BREAKthrough,145,,Stadium,,Uncommon,https://images.pokemontcg.io/xy8/145_hires.png,deda3c84c06bad49
swsh2-149,Stufful,Pokémon,Rebel Clash,149,80,Basic,Colorless,Common,https://images.pokemontcg.io/swsh2/149_hires.png,bb3bc5c1c43e32c1
pl3-145,Garchomp C LV.X,Pokémon,Supreme Victors,145,110,"Level-Up,SP",Colorless,Rare Holo LV.X,https://images.pokemontcg.io/pl3/145_hires.png,a367c8dc9c8b836a
sm7-144,Sky Pillar,Trainer,Celestial Storm,144,,Stadium,,Uncommon,https://images.pokemontcg.io/sm7/144_hires.png,e12d9e96633338d8
sm1-147,Lillie,Trainer,Sun & Moon,147,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm1/147_hires.png,ea9197c3383e9568
sm2-145,Mallow,Trainer,Guardians Rising,145,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm2/145_hires.png,aacfd58097b1d0c3
smp-SM148,Champions Festival,Trainer,SM Black Star Promos,SM148,,Stadium,,Promo,https://images.pokemontcg.io/smp/SM148_hires.png,ea2e91953fcac8d0
ecard3-110,Ursaring,Pokémon,Skyridge,110,80,Stage 1,Colorless,Common,https://images.pokemontcg.io/ecard3/110_hires.png,bf3e81c04dc9d263
ecard1-141,Energy Restore,Trainer,Expedition Base Set,141,,,,Uncommon,https://images.pokemontcg.io/ecard1/141_hires.png,fb7ac0c5c09583c7
sm10-139,Cottonee,Pokémon,Unbroken Bonds,139,50,Basic,Fairy,Common,https://images.pokemontcg.io/sm10/139_hires.png,eec4e23a36256c69
sm9-153,Return Label,Trainer,Team Up,153,,Item,,Uncommon,https://images.pokemontcg.io/sm9/153_hires.png,bf2fc0c4d099d9c4
sm5-142,Xurkitree-GX,Pokémon,Ultra Prism,142,180,"Basic,GX,Ultra Beast",Lightning,Rare Ultra,https://images.pokemontcg.io/sm5/142_hires.png,e292c9dcb62732e8
sm12-149,Flabébé,Pokémon,Cosmic Eclipse,149,30,Basic,Fairy,Common,https://images.pokemontcg.io/sm12/149_hires.png,af6ff0b0b485c1c1
swsh3-138,Teddiursa,Pokémon,Darkness Ablaze,138,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh3/138_hires.png,bf2e9490f05b4ac3
xy5-160,Teammates,Trainer,Primal Clash,160,,Supporter,,Rare Ultra,https://images.pokemontcg.io/xy5/160_hires.png,f49643c8936c7e86
swsh1-146,Minccino,Pokémon,Sword & Shield,146,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh1/146_hires.png,ea7a8b91943436e6
sm11-140,Hoopa,Pokémon,Unified Minds,140,130,Basic,Darkness,Rare Holo,https://images.pokemontcg.io/sm11/140_hires.png,eae4e069993d1c2e
swsh4-142,Tornadus,Pokémon,Vivid Voltage,142,120,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/swsh4/142_hires.png,eb6acc9490313b97
sm3-139,Darkrai-GX,Pokémon,Burning Shadows,139,180,"Basic,GX",Darkness,Rare Ultra,https://images.pokemontcg.io/sm3/139_hires.png,fa1e96f8b8a072e0
bw7-151,Terrakion,Pokémon,Boundaries Crossed,151,130,Basic,Fighting,Rare Secret,https://images.pokemontcg.io/bw7/151_hires.png,eb63b0b89c83c1e6
xyp-XY141,Rayquaza,Pokémon,XY Black Star Promos,XY141,120,Basic,Dragon,Promo,https://images.pokemontcg.io/xyp/XY141_hires.png,afa5b0d0dc57e160
sm9-154,Sabrina's Suggestion,Trainer,Team Up,154,,Supporter,,Uncommon,https://images.pokemontcg.io/sm9/154_hires.png,e36f9c9592d248c9
ecard2-121,Fighting Cube 01,Trainer,Aquapolis,121,,Technical Machine,,Uncommon,https://images.pokemontcg.io/ecard2/121_hires.png,ee6ed191d04c8697
sm6-134,Naganadel-GX,Pokémon,Forbidden Light,134,210,"Stage 1,GX,Ultra Beast",Psychic,Rare Rainbow,https://images.pokemontcg.io/sm6/134_hires.png,ea9c5068f04f3f94
sm8-143,Carbink,Pokémon,Lost Thunder,143,90,Basic,Fairy,Uncommon,https://images.pokemontcg.io/sm8/143_hires.png,cade96b0e061e5a5
xy8-146,Professor's Letter,Trainer,BREAKthrough,146,,Item,,Uncommon,https://images.pokemontcg.io/xy8/146_hires.png,97351bca6ae0f099
sm1-148,Professor Kukui,Trainer,Sun & Moon,148,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm1/148_hires.png,bea9d89584cbc919
ecard2-122,Fire Cube 01,Trainer,Aquapolis,122,,Technical Machine,,Uncommon,https://images.pokemontcg.io/ecard2/122_hires.png,ef6a5494c5c16276
swsh3-139,Ursaring,Pokémon,Darkness Ablaze,139,140,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh3/139_hires.png,fe6ac091c53d3591
sm7-145,Steven's Resolve,Trainer,Celestial Storm,145,,Supporter,,Rare Holo,https://images.pokemontcg.io/sm7/145_hires.png,fa3ac3853c38d1c3
sm12-150,Flabébé,Pokémon,Cosmic Eclipse,150,40,Basic,Fairy,Common,https://images.pokemontcg.io/sm12/150_hires.png,ebd0bc3e64e0626a
sm6-135,Lucario-GX,Pokémon,Forbidden Light,135,210,"Stage 1,GX",Fighting,Rare Rainbow,https://images.pokemontcg.io/sm6/135_hires.png,ea811307d3cc7e9c
swsh4-143,Pikipek,Pokémon,Vivid Voltage,143,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh4/143_hires.png,bb3ad8d0c62706c7
swsh1-147,Cinccino,Pokémon,Sword & Shield,147,90,Stage 1,Colorless,Rare,https://images.pokemontcg.io/swsh1/147_hires.png,b309c49c1e3b73a5
ecard3-111,Venomoth,Pokémon,Skyridge,111,70,Stage 1,Grass,Common,https://images.pokemontcg.io/ecard3/111_hires.png,fe9e827949e1c246
smp-SM149,Suicune,Pokémon,SM Black Star Promos,SM149,110,Basic,Water,Promo,https://images.pokemontcg.io/smp/SM149_hires.png,af5a32f0c5c594b1
sm3-140,Gardevoir-GX,Pokémon,Burning Shadows,140,230,"Stage 2,GX",Fairy,Rare Ultra,https://images.pokemontcg.io/sm3/140_hires.png,fa164599d26d2ad1
ecard1-142,Mary's Impulse,Trainer,Expedition Base Set,142,,Supporter,,Uncommon,https://images.pokemontcg.io/ecard1/142_hires.png,ff6ec0d13135c2c2
bw7-152,Altaria,Pokémon,Boundaries Crossed,152,70,Stage 1,Dragon,Rare Secret,https://images.pokemontcg.io/bw7/152_hires.png,e2e4353f89cac263
sm2-146,Decidueye-GX,Pokémon,Guardians Rising,146,240,"Stage 2,GX",Grass,Rare Rainbow,https://images.pokemontcg.io/sm2/146_hires.png,fa94600f924e5ebc
sm5-143,Dawn Wings Necrozma-GX,Pokémon,Ultra Prism,143,180,"Basic,GX,Ultra Beast",Psychic,Rare Ultra,https://images.pokemontcg.io/sm5/143_hires.png,e4259b5ecab071f0
sm11-141,Mawile-GX,Pokémon,Unified Minds,141,170,"Basic,GX",Metal,Rare Holo GX,https://images.pokemontcg.io/sm11/141_hires.png,e12d8346d2587b9d
xyp-XY142,Azelf,Pokémon,XY Black Star Promos,XY142,70,Basic,Psychic,Promo,https://images.pokemontcg.io/xyp/XY142_hires.png,ba0f90b0ccf0c767
xy5-161,Dive Ball,Trainer,Primal Clash,161,,Item,,Rare Secret,https://images.pokemontcg.io/xy5/161_hires.png,c76b6cdcd8706131
sm10-140,Whimsicott-GX,Pokémon,Unbroken Bonds,140,190,"Stage 1,GX",Fairy,Rare Holo GX,https://images.pokemontcg.io/sm10/140_hires.png,ae8c571b706578b2
pl3-146,Rayquaza C LV.X,Pokémon,Supreme Victors,146,120,"Level-Up,SP",Colorless,Rare Holo LV.X,https://images.pokemontcg.io/pl3/146_hires.png,bf0dc1c160ecc793
swsh2-150,Bewear,Pokémon,Rebel Clash,150,140,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh2/150_hires.png,ef69c991d2363494
xy5-162,Enhanced Hammer,Trainer,Primal Clash,162,,Item,,Rare Secret,https://images.pokemontcg.io/xy5/162_hires.png,ce6e5a98386467c3
xy8-146a,Professor's Letter,Trainer,BREAKthrough,146a,,Item,,Uncommon,https://images.pokemontcg.io/xy8/146a_hires.png,8f6bd2d0b4a5c1c3
sm9-155,Unidentified Fossil,Trainer,Team Up,155,60,Item,,Uncommon,https://images.pokemontcg.io/sm9/155_hires.png,bb2ed89593b5a4c0
sm8-144,Xerneas ◇,Pokémon,Lost Thunder,144,160,"Basic,Prism Star",Fairy,Rare Prism Star,https://images.pokemontcg.io/sm8/144_hires.png,c56468da3cb33639
smp-SM150,Raikou,Pokémon,SM Black Star Promos,SM150,120,Basic,Lightning,Promo,https://images.pokemontcg.io/smp/SM150_hires.png,ae2e9690d0e9c19f
bw7-153,Rocky Helmet,Trainer,Boundaries Crossed,153,,Pokémon Tool,,Rare Secret,https://images.pokemontcg.io/bw7/153_hires.png,ce6ed9d96066e484
sm2-147,Incineroar-GX,Pokémon,Guardians Rising,147,250,"Stage 2,GX",Fire,Rare Rainbow,https://images.pokemontcg.io/sm2/147_hires.png,eab41107e0ec5f9c
xyp-XY143,Magikarp,Pokémon,XY Black Star Promos,XY143,30,Basic,Water,Promo,https://images.pokemontcg.io/xyp/XY143_hires.png,cb3b9cb08af6d04c
sm5-144,Celesteela-GX,Pokémon,Ultra Prism,144,200,"Basic,GX,Ultra Beast",Metal,Rare Ultra,https://images.pokemontcg.io/sm5/144_hires.png,e0bec318da257ab4
swsh2-151,Skwovet,Pokémon,Rebel Clash,151,70,Basic,Colorless,Common,https://images.pokemontcg.io/swsh2/151_hires.png,eb6bc191941e9695
sm3-141,Noivern-GX,Pokémon,Burning Shadows,141,200,"Stage 1,GX",Dragon,Rare Ultra,https://images.pokemontcg.io/sm3/141_hires.png,da7af8a0b38d4e81
ecard3-112,Venonat,Pokémon,Skyridge,112,50,Basic,Grass,Common,https://images.pokemontcg.io/ecard3/112_hires.png,bf9fc0c84a73302d
